timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1692275677963,569,Location Name based search,200,OK,Location Name based search 2-131,text,true,,386,328,9,9,https://api-testa.business.bt.com/v1/footfall/reports/location-details?search_type=location-name-search&location_name=zmd,569,0,41
1692275678083,535,Location Name based search,200,OK,Location Name based search 2-133,text,true,,28978,328,9,9,https://api-testa.business.bt.com/v1/footfall/reports/location-details?search_type=location-name-search&location_name=ces,535,0,41
1692275678143,577,Location Name based search,200,OK,Location Name based search 2-134,text,true,,386,328,10,10,https://api-testa.business.bt.com/v1/footfall/reports/location-details?search_type=location-name-search&location_name=qsq,577,0,41
1692275678202,544,Location Name based search,200,OK,Location Name based search 2-135,text,true,,386,328,10,10,https://api-testa.business.bt.com/v1/footfall/reports/location-details?search_type=location-name-search&location_name=kvy,544,0,43
1692275678322,469,Location Name based search,200,OK,Location Name based search 2-137,text,true,,2213,328,9,9,https://api-testa.business.bt.com/v1/footfall/reports/location-details?search_type=location-name-search&location_name=lge,469,0,42
1692275678263,570,Location Name based search,200,OK,Location Name based search 2-136,text,true,,386,328,9,9,https://api-testa.business.bt.com/v1/footfall/reports/location-details?search_type=location-name-search&location_name=bpv,570,0,46
1692275678383,484,Location Name based search,200,OK,Location Name based search 2-138,text,true,,1908,328,9,9,https://api-testa.business.bt.com/v1/footfall/reports/location-details?search_type=location-name-search&location_name=faz,484,0,43
1692275678505,573,Location Name based search,200,OK,Location Name based search 2-140,text,true,,386,328,11,11,https://api-testa.business.bt.com/v1/footfall/reports/location-details?search_type=location-name-search&location_name=twm,573,0,42
1692275678623,472,Location Name based search,200,OK,Location Name based search 2-142,text,true,,949,328,10,10,https://api-testa.business.bt.com/v1/footfall/reports/location-details?search_type=location-name-search&location_name=igv,472,0,42
1692275678443,700,Location Name based search,200,OK,Location Name based search 2-139,text,true,,386,328,10,10,https://api-testa.business.bt.com/v1/footfall/reports/location-details?search_type=location-name-search&location_name=kxr,700,0,41
1692275678682,561,Location Name based search,200,OK,Location Name based search 2-143,text,true,,386,328,11,11,https://api-testa.business.bt.com/v1/footfall/reports/location-details?search_type=location-name-search&location_name=gqz,561,0,41
